Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
GALIANO RD & PUGET DR,Property damage only,VANCOUVER,2018,1,49.254224,-123.175076
GALIANO RD & QUESNEL DR & W 20TH AVE,Property damage only,VANCOUVER,2018,1,49.25465,-123.176751
GARDEN DR & KITCHENER ST,Property damage only,VANCOUVER,2018,1,49.272037,-123.057957
GARDEN DR & TRIUMPH ST,Property damage only,VANCOUVER,2018,1,49.283903,-123.057754
GASTON ST & VANNESS AVE,Property damage only,VANCOUVER,2018,1,49.237362,-123.029934
GEORGE ST & VENABLES ST,Property damage only,VANCOUVER,2018,1,49.2768,-123.079983
GEORGIA VIADUCT & MAIN ST,Property damage only,VANCOUVER,2018,1,49.277088,-123.099909
GILFORD ST & NELSON ST,Property damage only,VANCOUVER,2018,1,49.290383,-123.140196
GLEN DR & UNION ST,Property damage only,VANCOUVER,2018,1,49.277339,-123.081372
GLENDALOUGH PL & SW MARINE DR,Property damage only,VANCOUVER,2018,1,49.23015,-123.180333
GRANDVIEW HWY & WINDERMERE ST,Property damage only,VANCOUVER,2018,1,49.258124,-123.036531
GRANDVIEW HWY N & SLOCAN ST,Property damage only,VANCOUVER,2018,1,49.258364,-123.04957
GRANDVIEW HWY S & PENTICTON ST,Property damage only,VANCOUVER,2018,1,49.257506,-123.052951
GRANT ST & LAKEWOOD DR,Property damage only,VANCOUVER,2018,1,49.271229,-123.061867
GRANT ST & PENTICTON ST,Property damage only,VANCOUVER,2018,1,49.271362,-123.052082
GRANT ST & SALSBURY DR,Property damage only,VANCOUVER,2018,1,49.271287,-123.067659
GRANT ST & SEMLIN DR,Property damage only,VANCOUVER,2018,1,49.271275,-123.063778
GRANT ST & SLOCAN ST,Property damage only,VANCOUVER,2018,1,49.27136,-123.049412
GRANT ST & TEMPLETON DR,Property damage only,VANCOUVER,2018,1,49.271212,-123.059924
GRANVILLE BRIDGE & JOHNSTON ST,Property damage only,VANCOUVER,2018,1,49.271594,-123.134595
GRANVILLE BRIDGE & LAMEYS MILL RD,Property damage only,VANCOUVER,2018,1,49.269413,-123.137786
GRANVILLE ST & MATTHEWS AVE,Property damage only,VANCOUVER,2018,1,49.25315,-123.138938
GRANVILLE ST & W 36TH AVE,Property damage only,VANCOUVER,2018,1,49.238985,-123.139392
GRANVILLE ST & W 46TH AVE,Property damage only,VANCOUVER,2018,1,49.229691,-123.139701
GRANVILLE ST & W 53RD AVE,Property damage only,VANCOUVER,2018,1,49.222613,-123.139989
GRANVILLE ST & W CORDOVA ST,Property damage only,VANCOUVER,2018,1,49.285966,-123.112856
GRAVELEY ST & KASLO ST,Property damage only,VANCOUVER,2018,1,49.270422,-123.04692
GRAVELEY ST & NANAIMO ST,Property damage only,VANCOUVER,2018,1,49.270405,-123.056597
GRAVELEY ST & RENFREW ST,Property damage only,VANCOUVER,2018,1,49.270411,-123.044203
GUELPH ST & KINGSWAY,Property damage only,VANCOUVER,2018,1,49.25894,-123.095181
HAROLD ST & MARMION AVE,Property damage only,VANCOUVER,2018,1,49.231574,-123.035996
HAROLD ST & SCHOOL AVE,Property damage only,VANCOUVER,2018,1,49.232457,-123.035984
HARRISON DR & VICTORIA DR,Property damage only,VANCOUVER,2018,1,49.210625,-123.066092
HAWKS AVE & KEEFER ST,Property damage only,VANCOUVER,2018,1,49.279251,-123.087239
HEATHER ST & W 11TH AVE,Property damage only,VANCOUVER,2018,1,49.261393,-123.11993
HEATHER ST & W 14TH AVE,Property damage only,VANCOUVER,2018,1,49.258724,-123.120056
HEATHER ST & W 19TH AVE,Property damage only,VANCOUVER,2018,1,49.25429,-123.120191
HEATHER ST & W 28TH AVE,Property damage only,VANCOUVER,2018,1,49.246199,-123.120436
HEATHER ST & W 29TH AVE,Property damage only,VANCOUVER,2018,1,49.245268,-123.120462
HEATHER ST & W 31ST AVE,Property damage only,VANCOUVER,2018,1,49.243278,-123.120544
HEATHER ST & W 64TH AVE,Property damage only,VANCOUVER,2018,1,49.212899,-123.124042
HEATHER ST & W KENT AVE N,Property damage only,VANCOUVER,2018,1,49.205054,-123.122486
HEATLEY AVE & PRIOR ST,Property damage only,VANCOUVER,2018,1,49.276592,-123.089737
HEBB AVE & LILLOOET ST,Property damage only,VANCOUVER,2018,1,49.259957,-123.037922
HELMCKEN ST & MAINLAND ST,Property damage only,VANCOUVER,2018,1,49.275573,-123.120522
HEMLOCK ST & TURNING LANE,Property damage only,VANCOUVER,2018,1,49.266742,-123.13592
HEMLOCK ST & W 14TH AVE,Property damage only,VANCOUVER,2018,1,49.258872,-123.136277
HIGHBURY ST & W 23RD AVE,Property damage only,VANCOUVER,2018,1,49.251955,-123.188058
HIGHBURY ST & W 29TH AVE & UNNAMED LANE,Property damage only,VANCOUVER,2018,1,49.246174,-123.18812
HIGHBURY ST & W 41ST AVE,Property damage only,VANCOUVER,2018,1,49.234777,-123.188332
HIGHBURY ST & W 7TH AVE,Property damage only,VANCOUVER,2018,1,49.266077,-123.187701
HOLLAND ST & SW MARINE DR,Property damage only,VANCOUVER,2018,1,49.233198,-123.192311
HORLEY ST & KILLARNEY ST,Property damage only,VANCOUVER,2018,1,49.238557,-123.043871
HUDSON ST & PARK DR,Property damage only,VANCOUVER,2018,1,49.215609,-123.134149
HUDSON ST & W 32ND AVE,Property damage only,VANCOUVER,2018,1,49.243877,-123.135688
HUDSON ST & W 37TH AVE,Property damage only,VANCOUVER,2018,1,49.237869,-123.134693
HUDSON ST & W 38TH AVE,Property damage only,VANCOUVER,2018,1,49.236956,-123.134728
HUDSON ST & W 40TH AVE,Property damage only,VANCOUVER,2018,1,49.235115,-123.134791
HUDSON ST & W 67TH AVE,Property damage only,VANCOUVER,2018,1,49.210798,-123.134315
HUDSON ST & W 77TH AVE,Property damage only,VANCOUVER,2018,1,49.201054,-123.135397
JACKSON AVE & KEEFER ST,Property damage only,VANCOUVER,2018,1,49.279366,-123.09351
JACKSON AVE & POWELL ST,Property damage only,VANCOUVER,2018,1,49.283073,-123.093346
JACKSON AVE & UNION ST,Property damage only,VANCOUVER,2018,1,49.277558,-123.093588
JASPER CRES & VICTORIA DR,Property damage only,VANCOUVER,2018,1,49.217161,-123.065956
JERVIS MEWS & JERVIS ST & W CORDOVA ST,Property damage only,VANCOUVER,2018,1,49.290075,-123.123917
JERVIS ST & NELSON ST,Property damage only,VANCOUVER,2018,1,49.284894,-123.131725
JERVIS ST & W HASTINGS ST,Property damage only,VANCOUVER,2018,1,49.289441,-123.124894
JOYCE ST & SCHOOL AVE,Property damage only,VANCOUVER,2018,1,49.232922,-123.037173
JOYCE ST & TANNER ST,Property damage only,VANCOUVER,2018,1,49.242588,-123.027709
JOYCE STATION LOOP & VANNESS AVE,Property damage only,VANCOUVER,2018,1,49.238758,-123.033007
KAMLOOPS ST & KITCHENER ST,Property damage only,VANCOUVER,2018,1,49.272301,-123.054695
KAMLOOPS ST & WILLIAM ST,Property damage only,VANCOUVER,2018,1,49.27414,-123.054661
KASLO ST & TURNER ST,Property damage only,VANCOUVER,2018,1,49.279097,-123.046707
KEEFER PL & TAYLOR ST,Property damage only,VANCOUVER,2018,1,49.279457,-123.106113
KERR ST & ROSEMONT DR,Property damage only,VANCOUVER,2018,1,49.215498,-123.041517
KING EDWARD AVE & YEW ST,Property damage only,VANCOUVER,2018,1,49.250738,-123.155927
KINGSWAY & MCHARDY ST,Property damage only,VANCOUVER,2018,1,49.235384,-123.038735
KINGSWAY & PRINCE EDWARD ST,Property damage only,VANCOUVER,2018,1,49.259613,-123.096316
KINGSWAY & SOPHIA ST,Property damage only,VANCOUVER,2018,1,49.261562,-123.098258
KITCHENER ST & NANAIMO ST,Property damage only,VANCOUVER,2018,1,49.272172,-123.056588
KITCHENER ST & WOODLAND DR,Property damage only,VANCOUVER,2018,1,49.272165,-123.073464
KNIGHT ST & KNIGHT ST BRIDGE & SE MARINE DR,Property damage only,VANCOUVER,2018,1,49.211023,-123.077041
KULLAHUN DR & SW MARINE DR,Property damage only,VANCOUVER,2018,1,49.237255,-123.205321
LABURNUM ST & W 49TH AVE,Property damage only,VANCOUVER,2018,1,49.227115,-123.15091
LABURNUM ST & W 64TH AVE,Property damage only,VANCOUVER,2018,1,49.213175,-123.150378
LAKEWOOD DR & NAPIER ST,Property damage only,VANCOUVER,2018,1,49.274802,-123.061796
LAKEWOOD DR & TRIUMPH ST,Property damage only,VANCOUVER,2018,1,49.283918,-123.06165
LAKEWOOD DR & VENABLES ST,Property damage only,VANCOUVER,2018,1,49.276614,-123.061752
LAMEYS MILL RD & THE CASTINGS,Property damage only,VANCOUVER,2018,1,49.266451,-123.130674
LARCH ST & W 34TH AVE,Property damage only,VANCOUVER,2018,1,49.241301,-123.162478
LARCH ST & W 45TH AVE,Property damage only,VANCOUVER,2018,1,49.230988,-123.162893
LARCH ST & W 5TH AVE,Property damage only,VANCOUVER,2018,1,49.267413,-123.162284
LAUREL ST & W 14TH AVE,Property damage only,VANCOUVER,2018,1,49.25868,-123.124357
LAUREL ST & W 18TH AVE,Property damage only,VANCOUVER,2018,1,49.255273,-123.124484
LAUREL ST & W 49TH AVE,Property damage only,VANCOUVER,2018,1,49.226428,-123.125156
LAUREL ST & W 70TH AVE,Property damage only,VANCOUVER,2018,1,49.208411,-123.126154
LAUREL ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.264288,-123.124138
LAUREL ST & W KENT AVE S,Property damage only,VANCOUVER,2018,1,49.204373,-123.124103
LILLOOET ST & VENABLES ST,Property damage only,VANCOUVER,2018,1,49.276432,-123.038883
LOCARNO CRES & NW MARINE DR,Property damage only,VANCOUVER,2018,1,49.268994,-123.201678
LOGAN ST & SW MARINE DR,Property damage only,VANCOUVER,2018,1,49.206825,-123.125057
LOGAN ST & W 70TH AVE,Property damage only,VANCOUVER,2018,1,49.208379,-123.124979
MACDONALD ST & POINT GREY RD,Property damage only,VANCOUVER,2018,1,49.271454,-123.168167
MACDONALD ST & W 13TH AVE,Property damage only,VANCOUVER,2018,1,49.260473,-123.168292
MACDONALD ST & W 14TH AVE,Property damage only,VANCOUVER,2018,1,49.259579,-123.168318
MACDONALD ST & W 15TH AVE,Property damage only,VANCOUVER,2018,1,49.258662,-123.168313
MACDONALD ST & W 17TH AVE,Property damage only,VANCOUVER,2018,1,49.257083,-123.16834
MACDONALD ST & W 18TH AVE,Property damage only,VANCOUVER,2018,1,49.256407,-123.167987
MACDONALD ST & W 20TH AVE,Property damage only,VANCOUVER,2018,1,49.254609,-123.167774
MACDONALD ST & W 21ST AVE,Property damage only,VANCOUVER,2018,1,49.253718,-123.167784
MACDONALD ST & W 22ND AVE,Property damage only,VANCOUVER,2018,1,49.252793,-123.167798
MACDONALD ST & W 23RD AVE,Property damage only,VANCOUVER,2018,1,49.251895,-123.167809
MACDONALD ST & W 37TH AVE,Property damage only,VANCOUVER,2018,1,49.238519,-123.168069
MACDONALD ST & W 43RD AVE,Property damage only,VANCOUVER,2018,1,49.232824,-123.16741
MACDONALD ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.264979,-123.168404
MACKENZIE PL & W 49TH AVE,Property damage only,VANCOUVER,2018,1,49.227337,-123.170281
MACKENZIE ST & W 16TH AVE,Property damage only,VANCOUVER,2018,1,49.2577,-123.170425
MACKENZIE ST & W 24TH AVE,Property damage only,VANCOUVER,2018,1,49.250995,-123.170137
MACKENZIE ST & W 37TH AVE,Property damage only,VANCOUVER,2018,1,49.238532,-123.170254
MACKENZIE ST & W 42ND AVE,Property damage only,VANCOUVER,2018,1,49.233756,-123.170286
MACKENZIE ST & W 45TH AVE,Property damage only,VANCOUVER,2018,1,49.230997,-123.170303
MACKENZIE ST & W BROADWAY,Property damage only,VANCOUVER,2018,1,49.264093,-123.170073
MANITOBA ST & W 10TH AVE,Property damage only,VANCOUVER,2018,1,49.262105,-123.106872
MANITOBA ST & W 3RD AVE,Property damage only,VANCOUVER,2018,1,49.268344,-123.106614
MANITOBA ST & W 41ST AVE,Property damage only,VANCOUVER,2018,1,49.233249,-123.108135
MANITOBA ST & W 44TH AVE,Property damage only,VANCOUVER,2018,1,49.230458,-123.108223
MANITOBA ST & W 46TH AVE,Property damage only,VANCOUVER,2018,1,49.228612,-123.108325
MANITOBA ST & W 4TH AVE,Property damage only,VANCOUVER,2018,1,49.267409,-123.106675
MANITOBA ST & W 59TH AVE,Property damage only,VANCOUVER,2018,1,49.21686,-123.109798
MANITOBA ST & W 63RD AVE,Property damage only,VANCOUVER,2018,1,49.213372,-123.109922
MANITOBA ST & W 6TH AVE,Property damage only,VANCOUVER,2018,1,49.265603,-123.106753
MANNERING AVE & NANAIMO ST,Property damage only,VANCOUVER,2018,1,49.24065,-123.058688
MANNERING AVE & VICTORIA DR,Property damage only,VANCOUVER,2018,1,49.240684,-123.065349
MANSON ST & W 41ST AVE,Property damage only,VANCOUVER,2018,1,49.233722,-123.119391
MAPLE ST & W 11TH AVE,Property damage only,VANCOUVER,2018,1,49.261904,-123.150603
MAPLE ST & W 12TH AVE,Property damage only,VANCOUVER,2018,1,49.261011,-123.150634
MAPLE ST & W 2ND AVE,Property damage only,VANCOUVER,2018,1,49.269864,-123.150352
MAPLE ST & W 37TH AVE,Property damage only,VANCOUVER,2018,1,49.238236,-123.151947
MAPLE ST & W 42ND AVE,Property damage only,VANCOUVER,2018,1,49.233547,-123.152076
MAPLE ST & W 48TH AVE,Property damage only,VANCOUVER,2018,1,49.228074,-123.152293
MAPLE ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.26471,-123.150515
MAPLE ST & YORK AVE,Property damage only,VANCOUVER,2018,1,49.271612,-123.150292
MARGUERITE ST & NANTON AVE,Property damage only,VANCOUVER,2018,1,49.247506,-123.144728
MARGUERITE ST & W 36TH AVE,Property damage only,VANCOUVER,2018,1,49.239023,-123.144234
MARGUERITE ST & W 49TH AVE,Property damage only,VANCOUVER,2018,1,49.227028,-123.144984
MARGUERITE ST & W KING EDWARD AVE,Property damage only,VANCOUVER,2018,1,49.249505,-123.144631
MARINE WAY & RIVER DISTRICT CROSSING,Property damage only,VANCOUVER,2018,1,49.206832,-123.030864
MARINER WALK & W 2ND AVE,Property damage only,VANCOUVER,2018,1,49.269682,-123.139144
MATHESON CRES & NAPLES WAY,Property damage only,VANCOUVER,2018,1,49.209179,-123.029081
MATTHEWS AVE & WOLFE AVE,Property damage only,VANCOUVER,2018,1,49.253671,-123.128697
MCGILL ST & N KAMLOOPS ST,Property damage only,VANCOUVER,2018,1,49.288734,-123.054549
MCGILL ST & N KOOTENAY ST,Property damage only,VANCOUVER,2018,1,49.288691,-123.025697
MCHARDY ST & VANNESS AVE,Property damage only,VANCOUVER,2018,1,49.239433,-123.034662
MCLEAN DR & WILLIAM ST,Property damage only,VANCOUVER,2018,1,49.273996,-123.074471
MONTCALM ST & SW MARINE DR,Property damage only,VANCOUVER,2018,1,49.203951,-123.136782
MONTCALM ST & W 15TH AVE,Property damage only,VANCOUVER,2018,1,49.257863,-123.130278
MONTCALM ST & W 71ST AVE,Property damage only,VANCOUVER,2018,1,49.207001,-123.136199
MONTCALM ST & W 72ND AVE,Property damage only,VANCOUVER,2018,1,49.205727,-123.136243
MONTCALM ST & W 73RD AVE,Property damage only,VANCOUVER,2018,1,49.204547,-123.136357
N KAMLOOPS ST & OXFORD ST,Property damage only,VANCOUVER,2018,1,49.285689,-123.054577
N NANAIMO ST & OXFORD ST,Property damage only,VANCOUVER,2018,1,49.285694,-123.056527
N PENTICTON ST & TRINITY ST,Property damage only,VANCOUVER,2018,1,49.289706,-123.05197
N RENFREW ST & OXFORD ST,Property damage only,VANCOUVER,2018,1,49.285664,-123.044053
NANAIMO ST & PANDORA ST,Property damage only,VANCOUVER,2018,1,49.282995,-123.056534
NANAIMO ST & TRIUMPH ST,Property damage only,VANCOUVER,2018,1,49.283903,-123.056531
NANAIMO ST & TURNER ST,Property damage only,VANCOUVER,2018,1,49.279108,-123.056554
NANAIMO ST & VENABLES ST,Property damage only,VANCOUVER,2018,1,49.27661,-123.056568
NANAIMO ST & WILLIAM ST,Property damage only,VANCOUVER,2018,1,49.274154,-123.056579
NANTON AVE & OSLER ST,Property damage only,VANCOUVER,2018,1,49.246354,-123.129925
NANTON AVE & PINE CRES,Property damage only,VANCOUVER,2018,1,49.247542,-123.147578
NANTON AVE & YEW ST,Property damage only,VANCOUVER,2018,1,49.247659,-123.154716
NAPIER ST & TEMPLETON DR,Property damage only,VANCOUVER,2018,1,49.274804,-123.059865
NATIONAL AVE & THORNTON ST,Property damage only,VANCOUVER,2018,1,49.27359,-123.092703
NEAL ST & W 54TH AVE,Property damage only,VANCOUVER,2018,1,49.221466,-123.122515
NEAL ST & W 57TH AVE,Property damage only,VANCOUVER,2018,1,49.219121,-123.122252
NICOLA ST & PENDRELL ST,Property damage only,VANCOUVER,2018,1,49.285153,-123.136379
NICOLA ST & W PENDER ST,Property damage only,VANCOUVER,2018,1,49.290039,-123.129019
NORMANDY DR & WORTHINGTON DR,Property damage only,VANCOUVER,2018,1,49.251516,-123.02624
NORTHERN ST & STATION ST & UNNAMED LANE,Property damage only,VANCOUVER,2018,1,49.271815,-123.098054
NORTHERN ST & WESTERN ST,Property damage only,VANCOUVER,2018,1,49.271855,-123.099373
NUNAVUT LANE & W 64TH AVE,Property damage only,VANCOUVER,2018,1,49.212291,-123.11618
NW MARINE DR & W 4TH AVE,Property damage only,VANCOUVER,2018,1,49.268741,-123.199806
OAK ST & W 29TH AVE,Property damage only,VANCOUVER,2018,1,49.245404,-123.12765
OAK ST & W 43RD AVE,Property damage only,VANCOUVER,2018,1,49.232091,-123.128151
OAK ST & W 74TH AVE,Property damage only,VANCOUVER,2018,1,49.204064,-123.130398
OAK ST & W 77TH AVE,Property damage only,VANCOUVER,2018,1,49.200882,-123.130533
OAK ST BRIDGE & SW MARINE DR,Property damage only,VANCOUVER,2018,1,49.204796,-123.129863
OAK ST BRIDGE & W KENT AVE N & W KENT AVE S,Property damage only,VANCOUVER,2018,1,49.203411,-123.128937
OAK ST OFFRAMP & SW MARINE DR & TURNING LANE,Property damage only,VANCOUVER,2018,1,49.205475,-123.128323
ONTARIO ST & W 27TH AVE,Property damage only,VANCOUVER,2018,1,49.246845,-123.1051
ONTARIO ST & W 43RD AVE,Property damage only,VANCOUVER,2018,1,49.231283,-123.105663
ONTARIO ST & W KENT AVE S,Property damage only,VANCOUVER,2018,1,49.206598,-123.106865
ORMIDALE ST & VANNESS AVE,Property damage only,VANCOUVER,2018,1,49.235015,-123.024812
OSLER ST & PARK DR,Property damage only,VANCOUVER,2018,1,49.214855,-123.131421
OSLER ST & SW MARINE DR & W 73RD AVE,Property damage only,VANCOUVER,2018,1,49.20435,-123.131605
OSLER ST & W 37TH AVE,Property damage only,VANCOUVER,2018,1,49.237724,-123.130253
OSLER ST & W 54TH AVE,Property damage only,VANCOUVER,2018,1,49.221572,-123.13071
OSLER ST & W 64TH AVE,Property damage only,VANCOUVER,2018,1,49.212995,-123.131446
OSLER ST & W 71ST AVE,Property damage only,VANCOUVER,2018,1,49.206931,-123.131689
OSLER ST & W 72ND AVE,Property damage only,VANCOUVER,2018,1,49.205656,-123.131727
OSLER ST & W 73RD AVE,Property damage only,VANCOUVER,2018,1,49.204314,-123.13177
PACIFIC BLVD OFFRAMP & SMITHE ST,Property damage only,VANCOUVER,2018,1,49.274837,-123.112958
PANDORA ST & RENFREW ST,Property damage only,VANCOUVER,2018,1,49.282966,-123.043991
PARK DR & SELKIRK ST,Property damage only,VANCOUVER,2018,1,49.215254,-123.132794
PARKER ST & VERNON DR,Property damage only,VANCOUVER,2018,1,49.275884,-123.07863
PENDRELL ST & THURLOW ST,Property damage only,VANCOUVER,2018,1,49.281101,-123.130152
PINE CRES & W 33RD AVE,Property damage only,VANCOUVER,2018,1,49.242011,-123.146792
PINE CRES & W 35TH AVE,Property damage only,VANCOUVER,2018,1,49.23997,-123.146984
PINE ST & W 10TH AVE,Property damage only,VANCOUVER,2018,1,49.262715,-123.143465
PINE ST & W 2ND AVE,Property damage only,VANCOUVER,2018,1,49.269745,-123.14317
PINE ST & W 3RD AVE,Property damage only,VANCOUVER,2018,1,49.268864,-123.143206
PINE ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.264582,-123.143343
POINT GREY RD & TRUTCH ST & W 1ST AVE,Property damage only,VANCOUVER,2018,1,49.271242,-123.175628
POINT GREY RD & W 1ST AVE,Property damage only,VANCOUVER,2018,1,49.27105,-123.169177
PORTER ST & VICTORIA DR,Property damage only,VANCOUVER,2018,1,49.25464,-123.066136
POWELL ST & VERNON DR,Property damage only,VANCOUVER,2018,1,49.282926,-123.079164
PRICE ST & RUPERT ST,Property damage only,VANCOUVER,2018,1,49.244171,-123.034419
PRIOR ST & QUEBEC ST,Property damage only,VANCOUVER,2018,1,49.276804,-123.102138
PROSPECT POINT PARK LANE & STANLEY PARK DR,Property damage only,VANCOUVER,2018,1,49.310505,-123.149238
PUGET DR & W 19TH AVE,Property damage only,VANCOUVER,2018,1,49.255544,-123.176129
PUGET DR & W 20TH AVE,Property damage only,VANCOUVER,2018,1,49.254632,-123.175399
PULLMAN PORTER ST & SWITCHMEN ST,Property damage only,VANCOUVER,2018,1,49.271389,-123.103228
QUEENS AVE & RUPERT ST,Property damage only,VANCOUVER,2018,1,49.241637,-123.036823
QUESNEL DR & W 23RD AVE,Property damage only,VANCOUVER,2018,1,49.251934,-123.174103
RAYMUR AVE & RAYMUR AVE BRIDGE,Property damage only,VANCOUVER,2018,1,49.280989,-123.082454
RAYMUR AVE & UNION ST,Property damage only,VANCOUVER,2018,1,49.277371,-123.083287
RENFREW ST & TURNER ST,Property damage only,VANCOUVER,2018,1,49.2791,-123.044089
ROSE ST & WILLIAM ST,Property damage only,VANCOUVER,2018,1,49.273762,-123.062906
ROSEMARY BROWN LANE & THURLOW ST,Property damage only,VANCOUVER,2018,1,49.284241,-123.125388
SALSBURY DR & TRIUMPH ST,Property damage only,VANCOUVER,2018,1,49.283446,-123.06826
SALT ST & WALTER HARDWICK AVE,Property damage only,VANCOUVER,2018,1,49.270915,-123.106085
SASAMAT ST & W 4TH AVE,Property damage only,VANCOUVER,2018,1,49.269017,-123.208928
SASAMAT ST & W 6TH AVE,Property damage only,VANCOUVER,2018,1,49.267292,-123.208952
SASAMAT ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.26558,-123.209073
SCOTIA ST & TERMINAL AVE,Property damage only,VANCOUVER,2018,1,49.271985,-123.095463
SE MARINE DR & SOPHIA ST,Property damage only,VANCOUVER,2018,1,49.210781,-123.100324
SE MARINE DR & ST GEORGE ST,Property damage only,VANCOUVER,2018,1,49.211023,-123.094231
SELKIRK ST & W 37TH AVE,Property damage only,VANCOUVER,2018,1,49.237795,-123.132422
SELKIRK ST & W 41ST AVE,Property damage only,VANCOUVER,2018,1,49.234124,-123.133356
SELKIRK ST & W 64TH AVE,Property damage only,VANCOUVER,2018,1,49.213031,-123.13286
SELKIRK ST & W 67TH AVE,Property damage only,VANCOUVER,2018,1,49.210767,-123.132935
SELKIRK ST & W 71ST AVE,Property damage only,VANCOUVER,2018,1,49.206965,-123.133331
SEMLIN DR & TRIUMPH ST,Property damage only,VANCOUVER,2018,1,49.283924,-123.063561
SHAUGHNESSY ST & W 64TH AVE,Property damage only,VANCOUVER,2018,1,49.212952,-123.128728
SLOCAN ST & TURNER ST,Property damage only,VANCOUVER,2018,1,49.279101,-123.049339
SLOCAN ST & VANNESS AVE,Property damage only,VANCOUVER,2018,1,49.245856,-123.049655
SPRUCE ST & W 13TH AVE,Property damage only,VANCOUVER,2018,1,49.259672,-123.129123
SPRUCE ST & W 6TH AVE,Property damage only,VANCOUVER,2018,1,49.26604,-123.128915
SPRUCE ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.26436,-123.128963
STEPHENS ST & W 10TH AVE,Property damage only,VANCOUVER,2018,1,49.263197,-123.166288
STEPHENS ST & W 11TH AVE,Property damage only,VANCOUVER,2018,1,49.262271,-123.166333
STEPHENS ST & W 16TH AVE,Property damage only,VANCOUVER,2018,1,49.257639,-123.166496
STEPHENS ST & W 1ST AVE,Property damage only,VANCOUVER,2018,1,49.27103,-123.166287
STEPHENS ST & W 6TH AVE,Property damage only,VANCOUVER,2018,1,49.266607,-123.166409
STEPHENS ST & W 7TH AVE,Property damage only,VANCOUVER,2018,1,49.265769,-123.166436
STEPHENS ST & YORK AVE,Property damage only,VANCOUVER,2018,1,49.271915,-123.166243
SW MARINE DR & SW MARINE DR OFFRAMP,Property damage only,VANCOUVER,2018,1,49.203974,-123.131889
SW MARINE DR & W 54TH AVE,Property damage only,VANCOUVER,2018,1,49.221962,-123.158925
SW MARINE DR & W 62ND AVE,Property damage only,VANCOUVER,2018,1,49.215141,-123.154422
TEMPLETON DR & WILLIAM ST,Property damage only,VANCOUVER,2018,1,49.273866,-123.059882
TERMINAL AVE & WESTERN ST,Property damage only,VANCOUVER,2018,1,49.272633,-123.099345
TISDALL ST & W 50TH AVE,Property damage only,VANCOUVER,2018,1,49.225373,-123.120897
TRAFALGAR ST & W 10TH AVE,Property damage only,VANCOUVER,2018,1,49.263072,-123.164695
TRAFALGAR ST & W 15TH AVE,Property damage only,VANCOUVER,2018,1,49.258507,-123.164881
TRAFALGAR ST & W 41ST AVE,Property damage only,VANCOUVER,2018,1,49.234729,-123.165832
TRAFALGAR ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.264917,-123.16464
TRAFALGAR ST & YORK AVE,Property damage only,VANCOUVER,2018,1,49.271878,-123.164411
TRIMBLE ST & W 14TH AVE,Property damage only,VANCOUVER,2018,1,49.260156,-123.20621
TRIMBLE ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.265527,-123.206006
TRIUMPH ST & VICTORIA DR,Property damage only,VANCOUVER,2018,1,49.283929,-123.065539
TRUTCH ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.265072,-123.1759
TUPPER ST & W 16TH AVE,Property damage only,VANCOUVER,2018,1,49.256922,-123.116003
TUPPER ST & W 17TH AVE,Property damage only,VANCOUVER,2018,1,49.256029,-123.11601
TUPPER ST & W 18TH AVE,Property damage only,VANCOUVER,2018,1,49.255066,-123.116019
TUPPER ST & W 24TH AVE,Property damage only,VANCOUVER,2018,1,49.250028,-123.116209
VENABLES ST & WOODLAND DR,Property damage only,VANCOUVER,2018,1,49.276714,-123.073338
VICTORIA DR & TURNING LANE,Property damage only,VANCOUVER,2018,1,49.220784,-123.065869
VICTORIA DR & WAVERLEY AVE,Property damage only,VANCOUVER,2018,1,49.227185,-123.065667
VINE ST & W 13TH AVE,Property damage only,VANCOUVER,2018,1,49.260154,-123.157788
VINE ST & W 16TH AVE,Property damage only,VANCOUVER,2018,1,49.257354,-123.15791
VINE ST & W 37TH AVE,Property damage only,VANCOUVER,2018,1,49.238369,-123.159792
VINE ST & W 5TH AVE,Property damage only,VANCOUVER,2018,1,49.267337,-123.157547
VINE ST & W 7TH AVE,Property damage only,VANCOUVER,2018,1,49.265649,-123.157618
VINE ST & W 8TH AVE,Property damage only,VANCOUVER,2018,1,49.264814,-123.157634
VINE ST & YORK AVE,Property damage only,VANCOUVER,2018,1,49.271725,-123.157388
W 10TH AVE & WATERLOO ST,Property damage only,VANCOUVER,2018,1,49.26339,-123.179842
W 11TH AVE & YUKON ST,Property damage only,VANCOUVER,2018,1,49.261293,-123.11297
W 12TH AVE & WILLOW ST,Property damage only,VANCOUVER,2018,1,49.260523,-123.121951
W 13TH AVE & WALLACE ST,Property damage only,VANCOUVER,2018,1,49.260829,-123.190959
W 13TH AVE & WILLOW ST,Property damage only,VANCOUVER,2018,1,49.259553,-123.121988
